# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "ref/GCF_000750555.1_ASM75055v1_genomic.gff" "-o" "counts/gene_counts.txt" "bam/SRR13970433.sorted.bam" "bam/SRR13970434.sorted.bam" "bam/SRR13970441.sorted.bam" "bam/SRR13970442.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR13970433.sorted.bam	bam/SRR13970434.sorted.bam	bam/SRR13970441.sorted.bam	bam/SRR13970442.sorted.bam
BW25113_RS01825	NZ_CP009273.1	370915	372126	+	1212	18	23	17	9
BW25113_RS01830	NZ_CP009273.1	372228	372767	+	540	18	23	21	23
BW25113_RS01835	NZ_CP009273.1	372991	373824	-	834	51	39	77	69
BW25113_RS01840	NZ_CP009273.1	373918	375027	-	1110	114	108	114	118
BW25113_RS01845	NZ_CP009273.1	375062	375337	-	276	37	24	42	32
BW25113_RS01850	NZ_CP009273.1	375525	376298	-	774	9	8	4	10
BW25113_RS01855	NZ_CP009273.1	376300	376743	-	444	0	0	0	0
BW25113_RS01870	NZ_CP009273.1	376807	378035	+	1229	0	1	1	0
BW25113_RS01875	NZ_CP009273.1	378195	379391	-	1197	0	3	2	0
BW25113_RS26490	NZ_CP009273.1	379416	379535	+	120	0	0	0	0
BW25113_RS01880	NZ_CP009273.1	379515	380072	-	558	0	0	0	0
BW25113_RS01885	NZ_CP009273.1	380688	381650	+	963	13	13	7	12
BW25113_RS01890	NZ_CP009273.1	381663	382430	+	768	6	8	10	10
BW25113_RS01895	NZ_CP009273.1	382427	383254	+	828	3	2	4	4
BW25113_RS01900	NZ_CP009273.1	383251	384102	+	852	9	5	8	5
BW25113_RS01905	NZ_CP009273.1	384209	385183	-	975	46	59	60	53
BW25113_RS01920	NZ_CP009273.1	387195	388357	-	1163	1	1	1	3
BW25113_RS01935	NZ_CP009273.1	389962	390585	+	624	6	4	7	3
BW25113_RS01940	NZ_CP009273.1	390586	391743	-	1158	23	21	28	23
BW25113_RS01950	NZ_CP009273.1	392095	393315	+	1221	29	30	24	27
BW25113_RS01955	NZ_CP009273.1	393328	394422	+	1095	23	24	23	30
BW25113_RS01960	NZ_CP009273.1	394481	394789	-	309	10	7	11	3
BW25113_RS25465	NZ_CP009273.1	395049	395261	+	213	8	3	7	2
BW25113_RS01970	NZ_CP009273.1	395285	396379	-	1095	43	50	37	34
BW25113_RS25915	NZ_CP009273.1	396457	396660	+	204	0	2	1	1
BW25113_RS01980	NZ_CP009273.1	396842	397102	+	261	7	12	13	6
BW25113_RS01985	NZ_CP009273.1	397203	398618	+	1416	32	25	17	19
BW25113_RS01990	NZ_CP009273.1	398737	399057	+	321	7	6	3	7
BW25113_RS01995	NZ_CP009273.1	399159	400274	+	1116	11	13	9	12
BW25113_RS02000	NZ_CP009273.1	400291	401100	-	810	17	17	13	23
BW25113_RS02005	NZ_CP009273.1	401220	401678	+	459	25	18	24	20
BW25113_RS02010	NZ_CP009273.1	401861	402385	+	525	64	68	61	64
BW25113_RS02015	NZ_CP009273.1	402435	402626	+	192	25	17	29	25
BW25113_RS02025	NZ_CP009273.1	402884	403561	+	678	19	17	28	18
BW25113_RS02030	NZ_CP009273.1	403633	403917	+	285	18	15	24	23
BW25113_RS25470	NZ_CP009273.1	404403	404486	+	84	4	1	5	3
BW25113_RS02040	NZ_CP009273.1	404564	405475	-	912	17	23	17	22
BW25113_RS02045	NZ_CP009273.1	405600	406508	+	909	33	28	27	31
BW25113_RS02050	NZ_CP009273.1	406753	407937	-	1185	18	11	17	17
BW25113_RS02055	NZ_CP009273.1	408063	411209	-	3147	49	66	47	47
BW25113_RS02060	NZ_CP009273.1	411206	412408	-	1203	27	24	19	20
BW25113_RS02065	NZ_CP009273.1	412598	413287	+	690	16	18	19	13
BW25113_RS02070	NZ_CP009273.1	413345	414640	+	1296	26	22	25	14
BW25113_RS02075	NZ_CP009273.1	415047	416366	+	1320	47	49	51	40
BW25113_RS02080	NZ_CP009273.1	416442	417815	+	1374	32	21	19	25
BW25113_RS02085	NZ_CP009273.1	417971	419788	+	1818	30	32	23	18
BW25113_RS02090	NZ_CP009273.1	419793	420374	-	582	8	8	10	4
BW25113_RS02095	NZ_CP009273.1	420467	421537	+	1071	37	50	38	34
BW25113_RS02100	NZ_CP009273.1	421593	422720	+	1128	89	80	102	84
BW25113_RS02105	NZ_CP009273.1	422743	423075	+	333	50	37	32	37
BW25113_RS02110	NZ_CP009273.1	423103	424950	+	1848	104	106	118	111
BW25113_RS02115	NZ_CP009273.1	424961	425932	+	972	67	67	50	40
BW25113_RS02120	NZ_CP009273.1	426061	426408	+	348	12	15	20	20
BW25113_RS02130	NZ_CP009273.1	426585	427469	-	885	332	316	211	189
BW25113_RS02135	NZ_CP009273.1	427768	428307	-	540	9	2	10	8
BW25113_RS02140	NZ_CP009273.1	428458	428907	+	450	29	24	29	30
BW25113_RS02145	NZ_CP009273.1	428911	430014	+	1104	60	65	51	65
BW25113_RS02150	NZ_CP009273.1	430103	430573	+	471	95	78	81	68
BW25113_RS02155	NZ_CP009273.1	430593	431012	+	420	57	72	47	60
BW25113_RS02160	NZ_CP009273.1	431090	432067	+	978	47	27	25	28
BW25113_RS02165	NZ_CP009273.1	432045	432563	+	519	19	21	21	22
BW25113_RS02170	NZ_CP009273.1	432617	433591	-	975	67	64	38	43
BW25113_RS02175	NZ_CP009273.1	433771	435633	-	1863	110	96	93	66
BW25113_RS02180	NZ_CP009273.1	435658	436557	-	900	59	48	44	28
BW25113_RS02185	NZ_CP009273.1	436557	436799	-	243	11	18	10	16
BW25113_RS02190	NZ_CP009273.1	437005	438453	+	1449	55	75	59	50
BW25113_RS02195	NZ_CP009273.1	438507	439097	-	591	17	17	20	16
BW25113_RS02200	NZ_CP009273.1	439060	439971	-	912	20	28	25	31
BW25113_RS02205	NZ_CP009273.1	440139	440630	+	492	36	26	28	33
BW25113_RS02210	NZ_CP009273.1	440758	442122	-	1365	20	11	12	15
BW25113_RS02215	NZ_CP009273.1	442271	443161	-	891	110	117	73	82
BW25113_RS02220	NZ_CP009273.1	443173	443502	-	330	73	62	59	48
BW25113_RS02225	NZ_CP009273.1	443502	444116	-	615	122	94	72	71
BW25113_RS02230	NZ_CP009273.1	444106	446097	-	1992	515	478	428	413
BW25113_RS02235	NZ_CP009273.1	446119	447066	-	948	360	319	305	343
BW25113_RS02240	NZ_CP009273.1	447526	449001	-	1476	30	41	23	17
BW25113_RS02245	NZ_CP009273.1	449045	449623	-	579	35	35	26	26
BW25113_RS02250	NZ_CP009273.1	449928	450245	+	318	28	30	33	23
BW25113_RS02260	NZ_CP009273.1	450589	451887	+	1299	777	813	738	764
BW25113_RS02265	NZ_CP009273.1	452133	452756	+	624	212	217	357	371
BW25113_RS02270	NZ_CP009273.1	452882	454156	+	1275	377	397	660	616
BW25113_RS02275	NZ_CP009273.1	454344	456698	+	2355	488	462	1104	1135
BW25113_RS02280	NZ_CP009273.1	456889	457179	+	291	113	144	169	167
BW25113_RS02285	NZ_CP009273.1	457371	459242	+	1872	137	162	142	119
BW25113_RS02290	NZ_CP009273.1	459393	459764	+	372	11	8	3	10
BW25113_RS02295	NZ_CP009273.1	459858	460256	+	399	9	10	9	10
BW25113_RS02300	NZ_CP009273.1	460308	461003	-	696	30	17	6	14
BW25113_RS02305	NZ_CP009273.1	461068	462768	-	1701	36	24	33	24
BW25113_RS02310	NZ_CP009273.1	462868	463686	+	819	21	24	12	14
BW25113_RS02315	NZ_CP009273.1	463839	464297	+	459	6	8	5	4
BW25113_RS02320	NZ_CP009273.1	464327	466099	+	1773	30	24	18	23
BW25113_RS02325	NZ_CP009273.1	466092	467873	+	1782	28	28	24	19
BW25113_RS02330	NZ_CP009273.1	468054	468392	+	339	0	6	3	3
BW25113_RS02335	NZ_CP009273.1	468422	469708	+	1287	18	18	19	11
BW25113_RS02340	NZ_CP009273.1	469757	470617	-	861	13	12	15	15
BW25113_RS02345	NZ_CP009273.1	470835	471407	+	573	26	14	14	15
BW25113_RS02350	NZ_CP009273.1	471438	471749	-	312	4	4	6	6
BW25113_RS23035	NZ_CP009273.1	471912	472008	+	97	4	5	2	3
BW25113_RS02355	NZ_CP009273.1	472128	472481	+	354	10	15	16	9
BW25113_RS02360	NZ_CP009273.1	472523	474073	-	1551	25	37	28	25
BW25113_RS02365	NZ_CP009273.1	474237	474707	-	471	21	24	24	35
BW25113_RS02370	NZ_CP009273.1	474823	475374	-	552	23	26	19	20
BW25113_RS02375	NZ_CP009273.1	475546	475764	-	219	17	11	26	13
BW25113_RS02380	NZ_CP009273.1	475790	476164	-	375	26	30	23	27
BW25113_RS02385	NZ_CP009273.1	476710	479859	-	3150	214	237	276	243
BW25113_RS02390	NZ_CP009273.1	479882	481075	-	1194	133	140	127	166
BW25113_RS02395	NZ_CP009273.1	481217	481864	+	648	17	24	17	22
BW25113_RS02400	NZ_CP009273.1	481992	485354	+	3363	73	71	69	52
BW25113_RS02410	NZ_CP009273.1	485566	485727	-	162	4	1	4	2
BW25113_RS02415	NZ_CP009273.1	485741	486268	-	528	10	14	7	13
BW25113_RS02420	NZ_CP009273.1	486338	486715	+	378	9	12	1	8
BW25113_RS02425	NZ_CP009273.1	486868	487419	+	552	20	23	23	21
BW25113_RS02430	NZ_CP009273.1	487548	489479	+	1932	156	158	139	144
BW25113_RS02435	NZ_CP009273.1	489532	489861	+	330	49	50	40	45
BW25113_RS02440	NZ_CP009273.1	489861	490466	+	606	60	59	51	49
BW25113_RS02445	NZ_CP009273.1	490576	492450	+	1875	221	200	631	600
BW25113_RS02450	NZ_CP009273.1	492631	493275	+	645	109	119	134	117
BW25113_RS02455	NZ_CP009273.1	493511	494473	+	963	19	26	10	16
BW25113_RS02460	NZ_CP009273.1	494470	495429	-	960	16	17	15	19
BW25113_RS02465	NZ_CP009273.1	495581	496885	+	1305	44	29	32	29
BW25113_RS02470	NZ_CP009273.1	497018	498694	-	1677	52	45	37	59
BW25113_RS02475	NZ_CP009273.1	498932	500152	-	1221	13	25	27	27
BW25113_RS02480	NZ_CP009273.1	500370	502022	+	1653	78	73	47	72
BW25113_RS02485	NZ_CP009273.1	502059	502538	-	480	12	15	10	9
BW25113_RS02490	NZ_CP009273.1	502742	503536	-	795	24	18	22	15
BW25113_RS02495	NZ_CP009273.1	503674	504015	+	342	5	6	10	8
BW25113_RS02500	NZ_CP009273.1	504331	506835	-	2505	94	83	74	62
BW25113_RS02505	NZ_CP009273.1	507097	508029	+	933	14	12	15	16
BW25113_RS02510	NZ_CP009273.1	508032	509324	+	1293	17	16	13	12
BW25113_RS02515	NZ_CP009273.1	509449	509856	+	408	18	7	10	11
BW25113_RS02520	NZ_CP009273.1	509857	510315	-	459	28	30	23	27
BW25113_RS02525	NZ_CP009273.1	510312	511229	-	918	61	60	42	37
BW25113_RS02530	NZ_CP009273.1	511375	512052	+	678	16	9	13	7
BW25113_RS02535	NZ_CP009273.1	512039	512818	+	780	19	7	16	16
BW25113_RS02540	NZ_CP009273.1	512881	513735	-	855	59	52	99	104
BW25113_RS02545	NZ_CP009273.1	513796	514605	-	810	28	34	36	31
BW25113_RS02550	NZ_CP009273.1	514595	515218	-	624	25	20	19	27
BW25113_RS02555	NZ_CP009273.1	515189	515875	+	687	18	14	12	10
BW25113_RS02560	NZ_CP009273.1	515872	518286	+	2415	46	41	41	33
BW25113_RS02565	NZ_CP009273.1	518717	522997	+	4281	48	51	49	32
BW25113_RS02570	NZ_CP009273.1	523037	523405	+	369	3	3	7	3
BW25113_RS24960	NZ_CP009273.1	524096	524356	+	261	3	0	0	1
BW25113_RS25970	NZ_CP009273.1	524413	524586	+	174	2	1	1	0
BW25113_RS02590	NZ_CP009273.1	525588	526682	-	1095	18	13	16	18
BW25113_RS02595	NZ_CP009273.1	526751	527677	-	927	6	6	7	3
BW25113_RS02600	NZ_CP009273.1	527907	528389	+	483	2	3	6	2
BW25113_RS02605	NZ_CP009273.1	528467	529282	+	816	18	13	19	17
BW25113_RS02610	NZ_CP009273.1	529372	531153	+	1782	22	28	21	10
BW25113_RS02615	NZ_CP009273.1	531166	531942	+	777	4	6	8	2
BW25113_RS02620	NZ_CP009273.1	532042	532920	+	879	11	10	6	7
BW25113_RS02625	NZ_CP009273.1	533089	534543	+	1455	9	14	7	13
BW25113_RS02630	NZ_CP009273.1	534603	535964	+	1362	15	17	12	8
BW25113_RS02635	NZ_CP009273.1	536021	537322	+	1302	12	20	9	8
BW25113_RS02640	NZ_CP009273.1	537344	538489	+	1146	12	9	11	8
BW25113_RS02645	NZ_CP009273.1	538717	539502	-	786	20	11	14	11
BW25113_RS02650	NZ_CP009273.1	539513	540748	-	1236	22	22	10	21
BW25113_RS02655	NZ_CP009273.1	540770	541819	-	1050	9	12	5	4
BW25113_RS02660	NZ_CP009273.1	542136	543803	+	1668	16	16	12	11
BW25113_RS02665	NZ_CP009273.1	543813	545072	+	1260	9	14	10	8
BW25113_RS02670	NZ_CP009273.1	545083	545898	+	816	12	6	3	3
BW25113_RS02675	NZ_CP009273.1	545895	546788	+	894	11	6	10	7
BW25113_RS02680	NZ_CP009273.1	546983	548050	-	1068	31	24	12	21
BW25113_RS02685	NZ_CP009273.1	548047	548556	-	510	15	22	6	8
BW25113_RS02690	NZ_CP009273.1	548674	549396	-	723	16	28	23	16
BW25113_RS02695	NZ_CP009273.1	549399	549893	-	495	70	74	77	60
BW25113_RS02700	NZ_CP009273.1	550067	551452	+	1386	39	46	40	30
BW25113_RS02705	NZ_CP009273.1	551488	552009	-	522	9	12	10	1
BW25113_RS02710	NZ_CP009273.1	552117	552329	-	213	8	6	4	4
BW25113_RS02715	NZ_CP009273.1	552331	553197	-	867	39	46	22	22
BW25113_RS02720	NZ_CP009273.1	553668	554210	+	543	12	7	4	1
BW25113_RS02725	NZ_CP009273.1	554430	555122	+	693	5	11	3	1
BW25113_RS02730	NZ_CP009273.1	555153	557756	+	2604	21	18	21	26
BW25113_RS02735	NZ_CP009273.1	557798	558775	+	978	11	8	12	7
BW25113_RS02740	NZ_CP009273.1	558786	559301	+	516	6	3	2	3
BW25113_RS02745	NZ_CP009273.1	559304	559936	-	633	8	6	7	5
BW25113_RS02750	NZ_CP009273.1	560179	560255	+	77	2	2	5	1
BW25113_RS02755	NZ_CP009273.1	560271	561434	-	1164	67	48	44	50
BW25113_RS02780	NZ_CP009273.1	562298	563460	+	1163	2	1	0	2
BW25113_RS02790	NZ_CP009273.1	563771	564103	+	333	4	6	3	4
BW25113_RS25485	NZ_CP009273.1	564151	564300	+	150	1	1	2	0
BW25113_RS02800	NZ_CP009273.1	564358	565884	+	1527	12	14	6	11
BW25113_RS02805	NZ_CP009273.1	566349	566900	+	552	10	9	6	6
BW25113_RS02810	NZ_CP009273.1	566910	567707	+	798	9	12	8	5
BW25113_RS24970	NZ_CP009273.1	567824	567925	+	102	2	0	1	1
BW25113_RS02815	NZ_CP009273.1	567922	568377	+	456	9	4	7	6
BW25113_RS02820	NZ_CP009273.1	568377	568547	+	171	0	3	1	0
BW25113_RS02825	NZ_CP009273.1	568540	568830	+	291	1	2	1	3
BW25113_RS02830	NZ_CP009273.1	568827	569189	+	363	1	1	1	1
BW25113_RS02835	NZ_CP009273.1	569186	569326	+	141	0	0	1	2
BW25113_RS02840	NZ_CP009273.1	569412	569795	+	384	3	2	3	4
BW25113_RS02850	NZ_CP009273.1	570193	571173	-	981	0	2	0	1
BW25113_RS02855	NZ_CP009273.1	571214	572281	-	1068	57	47	15	16
BW25113_RS02860	NZ_CP009273.1	572854	573069	+	216	3	2	2	4
BW25113_RS02865	NZ_CP009273.1	573069	573566	+	498	7	2	4	7
BW25113_RS26500	NZ_CP009273.1	573563	574024	+	462	6	12	6	3
BW25113_RS02875	NZ_CP009273.1	574056	574349	-	294	8	3	4	1
BW25113_RS02880	NZ_CP009273.1	574640	575050	-	411	2	2	1	2
BW25113_RS02885	NZ_CP009273.1	575336	575542	+	207	2	2	1	1
BW25113_RS02890	NZ_CP009273.1	575707	575901	-	195	5	2	1	5
BW25113_RS02900	NZ_CP009273.1	576290	576835	+	546	5	1	1	4
BW25113_RS26455	NZ_CP009273.1	577526	577663	+	138	0	0	0	0
BW25113_RS02920	NZ_CP009273.1	579137	579886	+	750	0	1	1	1
BW25113_RS02925	NZ_CP009273.1	580136	581089	-	954	143	158	96	95
BW25113_RS02935	NZ_CP009273.1	581603	582364	-	762	0	1	0	1
BW25113_RS02940	NZ_CP009273.1	582547	583437	-	891	5	5	7	1
BW25113_RS02945	NZ_CP009273.1	583438	586410	-	2973	32	24	23	14
BW25113_RS02950	NZ_CP009273.1	586397	588634	-	2238	15	17	12	17
BW25113_RS02955	NZ_CP009273.1	588784	590226	-	1443	20	12	12	15
BW25113_RS02960	NZ_CP009273.1	590216	590899	-	684	7	9	6	5
BW25113_RS02965	NZ_CP009273.1	591056	592429	+	1374	18	9	3	10
BW25113_RS02970	NZ_CP009273.1	592587	592919	+	333	2	3	4	1
BW25113_RS02975	NZ_CP009273.1	592935	594158	+	1224	16	16	7	9
BW25113_RS02980	NZ_CP009273.1	594170	597313	+	3144	35	36	27	23
BW25113_RS02985	NZ_CP009273.1	597415	598791	+	1377	28	20	25	13
BW25113_RS02990	NZ_CP009273.1	598872	600119	-	1248	33	23	29	15
BW25113_RS02995	NZ_CP009273.1	600227	600880	-	654	34	28	38	37
BW25113_RS03000	NZ_CP009273.1	600974	601342	-	369	3	7	5	4
BW25113_RS03005	NZ_CP009273.1	601407	601655	-	249	1	0	3	3
BW25113_RS03010	NZ_CP009273.1	601721	602839	-	1119	16	18	16	12
BW25113_RS03020	NZ_CP009273.1	603292	603444	+	153	4	1	3	1
BW25113_RS03025	NZ_CP009273.1	603521	604633	+	1113	0	1	2	3
BW25113_RS03030	NZ_CP009273.1	604915	605535	-	621	9	6	11	9
BW25113_RS03035	NZ_CP009273.1	605710	607950	-	2241	21	35	17	18
BW25113_RS03040	NZ_CP009273.1	608193	609395	+	1203	16	11	14	12
BW25113_RS03045	NZ_CP009273.1	609398	609616	+	219	4	0	5	1
BW25113_RS03050	NZ_CP009273.1	609613	613494	+	3882	45	41	33	36
BW25113_RS03055	NZ_CP009273.1	613710	614843	+	1134	15	5	6	8
BW25113_RS03060	NZ_CP009273.1	614840	615655	-	816	5	6	10	7
BW25113_RS03065	NZ_CP009273.1	615652	616644	-	993	14	15	13	13
BW25113_RS03070	NZ_CP009273.1	616641	617645	-	1005	13	17	9	12
BW25113_RS03075	NZ_CP009273.1	617756	619006	+	1251	7	6	5	5
BW25113_RS03080	NZ_CP009273.1	619010	619966	-	957	11	8	7	17
BW25113_RS03085	NZ_CP009273.1	620341	621516	+	1176	9	12	13	10
BW25113_RS03090	NZ_CP009273.1	621526	623136	+	1611	16	13	9	15
BW25113_RS03095	NZ_CP009273.1	623150	624007	+	858	10	8	8	7
BW25113_RS03100	NZ_CP009273.1	624007	624753	+	747	11	6	6	12
BW25113_RS03105	NZ_CP009273.1	624756	625169	+	414	4	5	3	4
BW25113_RS03110	NZ_CP009273.1	625350	627455	+	2106	164	168	140	145
BW25113_RS03115	NZ_CP009273.1	627638	627835	+	198	10	5	6	8
BW25113_RS03120	NZ_CP009273.1	627845	628933	-	1089	25	15	22	10
BW25113_RS03125	NZ_CP009273.1	629042	630202	+	1161	14	20	8	9
BW25113_RS03130	NZ_CP009273.1	630203	630832	-	630	7	3	11	7
BW25113_RS03135	NZ_CP009273.1	630805	632025	-	1221	11	12	8	5
BW25113_RS03140	NZ_CP009273.1	632172	633074	-	903	0	0	0	0
BW25113_RS03145	NZ_CP009273.1	633283	634029	-	747	12	13	20	13
BW25113_RS03150	NZ_CP009273.1	634401	634964	+	564	342	381	416	414
BW25113_RS03155	NZ_CP009273.1	635209	636774	+	1566	132	132	361	341
BW25113_RS03160	NZ_CP009273.1	636895	637323	-	429	33	53	35	36
BW25113_RS03165	NZ_CP009273.1	637544	638782	+	1239	18	13	13	19
BW25113_RS26315	NZ_CP009273.1	638786	638875	-	90	2	2	1	1
BW25113_RS03175	NZ_CP009273.1	639013	639423	-	411	27	35	25	23
BW25113_RS03180	NZ_CP009273.1	639653	640459	-	807	30	28	22	28
BW25113_RS03185	NZ_CP009273.1	640573	642036	-	1464	19	16	12	18
BW25113_RS03190	NZ_CP009273.1	642087	642965	-	879	7	9	7	8
BW25113_RS03195	NZ_CP009273.1	642940	643491	-	552	3	3	6	6
BW25113_RS03200	NZ_CP009273.1	643495	645027	-	1533	15	23	16	15
BW25113_RS03205	NZ_CP009273.1	645038	645946	-	909	7	8	5	12
BW25113_RS03210	NZ_CP009273.1	645943	646239	-	297	2	5	2	2
BW25113_RS03215	NZ_CP009273.1	646254	647312	-	1059	7	6	12	9
BW25113_RS03220	NZ_CP009273.1	647691	649349	+	1659	16	26	25	22
BW25113_RS03225	NZ_CP009273.1	649318	649998	+	681	16	23	8	12
BW25113_RS03230	NZ_CP009273.1	650039	651424	-	1386	79	70	38	30
BW25113_RS03235	NZ_CP009273.1	652013	652573	+	561	9	11	10	6
BW25113_RS03240	NZ_CP009273.1	652748	652957	+	210	189	168	157	153
BW25113_RS03245	NZ_CP009273.1	653011	653394	-	384	6	10	6	6
BW25113_RS03255	NZ_CP009273.1	654403	654606	+	204	8	11	6	12
BW25113_RS03260	NZ_CP009273.1	654707	655672	-	966	98	80	203	219
BW25113_RS03265	NZ_CP009273.1	655881	656834	-	954	10	4	9	13
BW25113_RS03275	NZ_CP009273.1	657093	657734	-	642	21	23	19	21
BW25113_RS03280	NZ_CP009273.1	657835	658098	-	264	16	29	31	30
BW25113_RS03285	NZ_CP009273.1	658208	659419	-	1212	43	40	50	51
BW25113_RS03290	NZ_CP009273.1	659558	660646	-	1089	41	43	47	47
BW25113_RS03295	NZ_CP009273.1	660657	661769	-	1113	30	30	21	25
BW25113_RS03300	NZ_CP009273.1	661772	663673	-	1902	49	45	32	45
BW25113_RS03305	NZ_CP009273.1	663704	664171	-	468	18	12	11	13
BW25113_RS03310	NZ_CP009273.1	664175	664492	-	318	16	13	21	18
BW25113_RS03315	NZ_CP009273.1	664752	665363	-	612	13	11	12	9
BW25113_RS03320	NZ_CP009273.1	665387	666028	-	642	18	26	9	18
BW25113_RS03325	NZ_CP009273.1	666030	667061	-	1032	43	39	40	35
BW25113_RS03330	NZ_CP009273.1	667061	667642	-	582	56	55	31	35
BW25113_RS03335	NZ_CP009273.1	667657	670239	-	2583	283	257	201	192
BW25113_RS03340	NZ_CP009273.1	670474	670956	+	483	40	25	22	24
BW25113_RS03345	NZ_CP009273.1	671026	672003	-	978	13	16	15	8
BW25113_RS03350	NZ_CP009273.1	672167	672874	+	708	8	6	8	4
BW25113_RS03355	NZ_CP009273.1	672871	674298	+	1428	1	4	1	2
BW25113_RS03360	NZ_CP009273.1	674308	674862	-	555	0	1	0	0
BW25113_RS03365	NZ_CP009273.1	674964	675671	+	708	2	0	0	0
BW25113_RS03370	NZ_CP009273.1	675668	677119	+	1452	21	12	10	11
BW25113_RS03375	NZ_CP009273.1	677179	678849	-	1671	26	19	16	16
BW25113_RS03380	NZ_CP009273.1	678933	679868	-	936	115	141	53	78
BW25113_RS03385	NZ_CP009273.1	679986	680711	-	726	21	24	14	16
BW25113_RS03390	NZ_CP009273.1	680711	681385	-	675	18	20	18	13
BW25113_RS03395	NZ_CP009273.1	681385	682125	-	741	19	23	9	16
BW25113_RS03400	NZ_CP009273.1	682295	683203	-	909	70	60	43	51
BW25113_RS03405	NZ_CP009273.1	683453	684433	-	981	2	4	0	2
BW25113_RS03410	NZ_CP009273.1	684799	686337	-	1539	65	52	71	79
BW25113_RS03415	NZ_CP009273.1	686362	687240	-	879	88	79	174	148
BW25113_RS03420	NZ_CP009273.1	687330	687797	-	468	22	41	61	58
BW25113_RS03425	NZ_CP009273.1	687794	688834	-	1041	78	100	165	173
BW25113_RS03430	NZ_CP009273.1	688987	690411	-	1425	62	65	60	83
BW25113_RS03435	NZ_CP009273.1	690557	691732	+	1176	57	41	51	44
BW25113_RS03440	NZ_CP009273.1	691886	691960	-	75	5	9	6	5
BW25113_RS03445	NZ_CP009273.1	691998	692072	-	75	13	17	9	9
BW25113_RS03450	NZ_CP009273.1	692120	692196	-	77	9	12	6	6
BW25113_RS03455	NZ_CP009273.1	692212	692286	-	75	12	9	9	8
BW25113_RS03460	NZ_CP009273.1	692321	692395	-	75	13	18	14	9
BW25113_RS03465	NZ_CP009273.1	692419	692503	-	85	24	24	26	21
BW25113_RS03470	NZ_CP009273.1	692513	692589	-	77	6	5	1	0
BW25113_RS03475	NZ_CP009273.1	692969	694633	-	1665	108	103	61	71
BW25113_RS03480	NZ_CP009273.1	695030	695782	-	753	45	50	33	26
BW25113_RS03485	NZ_CP009273.1	695830	697050	-	1221	67	105	56	58
BW25113_RS03490	NZ_CP009273.1	697059	698207	-	1149	87	81	59	58
BW25113_RS03495	NZ_CP009273.1	698267	699067	-	801	77	65	40	31
BW25113_RS03500	NZ_CP009273.1	699400	701346	+	1947	461	418	168	179
BW25113_RS03505	NZ_CP009273.1	701549	703213	+	1665	165	150	137	141
BW25113_RS03510	NZ_CP009273.1	703790	705196	+	1407	21	19	10	11
BW25113_RS03515	NZ_CP009273.1	705246	705572	+	327	6	4	6	5
BW25113_RS03520	NZ_CP009273.1	705656	706102	-	447	115	95	108	77
BW25113_RS03525	NZ_CP009273.1	706095	706181	-	87	28	24	31	25
BW25113_RS03535	NZ_CP009273.1	706391	706921	-	531	51	37	44	44
BW25113_RS03540	NZ_CP009273.1	707061	707354	-	294	16	17	10	9
BW25113_RS03545	NZ_CP009273.1	707494	708258	-	765	16	17	13	13
BW25113_RS03550	NZ_CP009273.1	708443	708988	+	546	82	66	51	49
BW25113_RS03555	NZ_CP009273.1	709014	710654	+	1641	176	159	142	140
BW25113_RS03560	NZ_CP009273.1	710868	711362	+	495	11	8	9	9
BW25113_RS03575	NZ_CP009273.1	712402	713721	-	1320	13	11	18	13
BW25113_RS03580	NZ_CP009273.1	713718	715916	-	2199	24	19	25	14
BW25113_RS26090	NZ_CP009273.1	716174	716278	-	105	1	5	4	3
BW25113_RS03590	NZ_CP009273.1	716512	717189	-	678	6	8	5	4
BW25113_RS03595	NZ_CP009273.1	717186	719870	-	2685	28	32	28	35
BW25113_RS03600	NZ_CP009273.1	719863	720435	-	573	9	10	6	5
BW25113_RS03605	NZ_CP009273.1	720444	722492	-	2049	21	12	15	10
BW25113_RS03610	NZ_CP009273.1	722515	724188	-	1674	19	23	18	12
BW25113_RS03615	NZ_CP009273.1	724188	724277	-	90	0	0	0	0
BW25113_RS03620	NZ_CP009273.1	724590	724796	+	207	8	9	5	8
BW25113_RS03625	NZ_CP009273.1	725039	729232	+	4194	50	57	49	43
BW25113_RS03630	NZ_CP009273.1	729232	729558	+	327	5	3	1	2
BW25113_RS03640	NZ_CP009273.1	731106	731675	+	570	4	1	5	3
BW25113_RS03660	NZ_CP009273.1	734457	734966	+	510	5	12	6	7
BW25113_RS03665	NZ_CP009273.1	734963	736381	+	1419	22	20	11	14
BW25113_RS03670	NZ_CP009273.1	736531	738012	-	1482	22	18	20	14
BW25113_RS03675	NZ_CP009273.1	738283	739026	+	744	47	35	32	37
BW25113_RS03680	NZ_CP009273.1	739049	739705	+	657	26	35	35	23
BW25113_RS03685	NZ_CP009273.1	739699	740631	+	933	38	44	30	28
BW25113_RS03690	NZ_CP009273.1	740621	741355	+	735	15	18	12	9
BW25113_RS03695	NZ_CP009273.1	741391	742182	+	792	12	6	17	8
BW25113_RS03700	NZ_CP009273.1	742179	743225	-	1047	18	19	17	15
BW25113_RS03705	NZ_CP009273.1	743377	744438	-	1062	11	9	4	8
